listing_type,property_type,price_aed,price_frequency,price_per_sqft_aed,mortgage_monthly_aed,bedrooms,bathrooms,size_sqft,size_sqm,parking_slots,furnishing,status,floor,building,community,area,city,zone,title,description,features,amenities,listed_on,permit_number,latitude,longitude,image_count
buy,Apartment,3165000.0,,2598.0,,2,2.0,1218.0,113.16,,Furnished,Off Plan Primary,,,Bayz 102 by Danube,Business Bay,Dubai,Business Bay,Bayz 102 | High-End Living in Business Bay,"Bayz 102 by Danube – Ultra-Luxury Residences in Business Bay, Dubai

Welcome to Bayz 102, an extraordinary residential masterpiece by Danube Properties, perfectly positioned in the heart of Business Bay—one of Dubai’s most dynamic and prestigious communities. Designed for those who appreciate refined living, Bayz 102 offers an exclusive collection of studios, 1–4 bedroom apartments, and elite penthouses, all exquisitely furnished and thoughtfully crafted to elevate your everyday life.

Exceptional Interiors & Premium Finishes

Every detail at Bayz 102 is meticulously designed to deliver a world-class living experience. The residences feature:

High-end Italian Dolce Vita furnishings

Fully equipped modern kitchens with decorative premium panels

Luxurious golden accents and brushed gold cladding

Black Marquina and Volakas white marble finishes

Grooved designer doors with gold detailing

Exclusive carbon fiber design elements

Premium carpet designs and exceptional material craftsmanship

These upgraded interiors are complemented by smart layouts that maximize natural light, comfort, and privacy. Many units offer breathtaking Burj Khalifa views, creating an unparalleled living atmosphere.

Unmatched Lifestyle & Over 40 Luxury Amenities

Bayz 102 is designed as a complete lifestyle destination, offering amenities that cater to every member of the family, including:

Rooftop cinema with panoramic skyline views

Private pools in selected units

Indoor and aquatic gyms

Yoga & wellness club

Health bar and relaxation zones

Business facilities, co-working spaces & meeting rooms

Children’s play areas & family zones

Pet-friendly areas

Resort-style pool deck and leisure lounges

Whether you’re working from home, relaxing with family, or entertaining guests, Bayz 102 provides every facility to support a balanced, luxurious lifestyle.",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Shared Pool"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Children's Play Area"", ""Lobby in Building"", ""Children's Pool"", ""Vastu-compliant""]",2025-12-08T12:55:38Z,71678016762,25.187641143798828,55.25993728637695,18
buy,Apartment,2431000.0,,3250.0,,1,2.0,748.0,69.49,,Furnished,Off Plan Primary,,,Bayz 102 by Danube,Business Bay,Dubai,Business Bay,Bayz 102  | Luxury Fully Furnished | Danube ,"Bayz 102 by Danube – Ultra-Luxury Residences in Business Bay, Dubai

Welcome to Bayz 102, an extraordinary residential masterpiece by Danube Properties, perfectly positioned in the heart of Business Bay—one of Dubai’s most dynamic and prestigious communities. Designed for those who appreciate refined living, Bayz 102 offers an exclusive collection of studios, 1–4 bedroom apartments, and elite penthouses, all exquisitely furnished and thoughtfully crafted to elevate your everyday life.

Exceptional Interiors & Premium Finishes

Every detail at Bayz 102 is meticulously designed to deliver a world-class living experience. The residences feature:

High-end Italian Dolce Vita furnishings

Fully equipped modern kitchens with decorative premium panels


Black Marquina and Volakas white marble finishes

Grooved designer doors with gold detailing

Exclusive carbon fiber design elements

Premium carpet designs and exceptional material craftsmanship

These upgraded interiors are complemented by smart layouts that maximize natural light, comfort, and privacy. Many units offer breathtaking Burj Khalifa views, creating an unparalleled living atmosphere.
Prime Location in Business Bay

Although known for its thriving corporate scene, Business Bay is also a highly sought-after residential and leisure destination. Residents of Bayz 102 enjoy:

Quick access to Downtown Dubai, Dubai Mall & Burj Khalifa

Proximity to international schools, medical centers & supermarkets

Easy access to major highways and public transport

A vibrant neighborhood filled with dining, nightlife, and retail options

Year-round events, festivals, and community activities

Business Bay delivers the perfect blend of excitement, convenience, and modern living—making it ideal for professionals, families, and investors alike.

Why Bayz 102?

Fully furnished luxury residences

Italian-designed interiors & superior finishing

Flexible layouts with spacious balconie",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Shared Pool"", ""Study"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""View of Water"", ""Security"", ""Maid Service"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool"", ""Vastu-compliant""]",2025-12-08T13:00:43Z,71678017818,25.187641143798828,55.25993728637695,19
buy,Apartment,3980888.0,,3317.0,,2,3.0,1200.0,111.48,,Partially furnished,Off Plan Primary,,,Avarra by Palace,Business Bay,Dubai,Business Bay,Burj Khalifa View | High Floor | Prime Tower,"Habstone Homes Presents an exceptional 2-bedroom apartment in Avarra by Palace, offering refined luxury in the heart of Business Bay. This 1,200 sq. ft. residence features premium finishes, integrated appliances, and expansive floor-to-ceiling windows that welcome natural light and frame stunning views of the Dubai Canal, the sea, the Burj Khalifa, and Downtown Dubai.

Apartment Features

Branded interiors inspired by Palace Hotels & Resorts

Open-plan living and dining layout for comfort and privacy

High-end fitted kitchen with premium cabinetry and integrated appliances

Marble flooring throughout main areas

Spacious bedrooms with built-in wardrobes

Stylish en-suite bathrooms

Expansive floor-to-ceiling windows

Large balcony with panoramic city and canal views

Smart home capabilities for added convenience

Community & Building Amenities

Infinity swimming pool with canal views

State-of-the-art, fully equipped gym

Outdoor fitness zones

Yoga studio/zone

Kids’ pool and children’s play areas

Landscaped podium gardens and green spaces

BBQ and picnic areas

Multi-purpose room and community/business lounges

Outdoor cinema

Retail and F&B options at ground level (planned)

24/7 security and concierge services

Private resident parking

High-speed elevators

Direct access to jogging and cycling tracks along the Dubai Canal",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Pets Allowed"", ""Private Garden"", ""Shared Pool"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Children's Play Area"", ""Children's Pool"", ""Lobby in Building"", ""Vastu-compliant""]",2025-12-08T13:15:02Z,71846518397,25.189741134643555,55.26129913330078,11
buy,Apartment,2433000.0,,3248.0,,1,2.0,749.0,69.58,,Furnished,Off Plan Primary,,,Bayz 102 by Danube,Business Bay,Dubai,Business Bay,Bayz 102 | Upscale City Living by Danube,"Bayz 102 by Danube – Ultra-Luxury Residences in Business Bay, Dubai

Welcome to Bayz 102, an extraordinary residential masterpiece by Danube Properties, perfectly positioned in the heart of Business Bay—one of Dubai’s most dynamic and prestigious communities. Designed for those who appreciate refined living, Bayz 102 offers an exclusive collection of studios, 1–4 bedroom apartments, and elite penthouses, all exquisitely furnished and thoughtfully crafted to elevate your everyday life.

Exceptional Interiors & Premium Finishes

Every detail at Bayz 102 is meticulously designed to deliver a world-class living experience. The residences feature:

High-end Italian Dolce Vita furnishings

Fully equipped modern kitchens with decorative premium panels

Luxurious golden accents and brushed gold cladding

Black Marquina and Volakas white marble finishes

Grooved designer doors with gold detailing

Exclusive carbon fiber design elements

Premium carpet designs and exceptional material craftsmanship

These upgraded interiors are complemented by smart layouts that maximize natural light, comfort, and privacy. Many units offer breathtaking Burj Khalifa views, creating an unparalleled living atmosphere.

Unmatched Lifestyle & Over 40 Luxury Amenities

Bayz 102 is designed as a complete lifestyle destination, offering amenities that cater to every member of the family, including:

Rooftop cinema with panoramic skyline views

Private pools in selected units

Indoor and aquatic gyms

Yoga & wellness club

Health bar and relaxation zones

Business facilities, co-working spaces & meeting rooms

Children’s play areas & family zones

Pet-friendly areas

Resort-style pool deck and leisure lounges

Whether you’re working from home, relaxing with family, or entertaining guests, Bayz 102 provides every facility to support a balanced, luxurious lifestyle.",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Children's Play Area"", ""Children's Pool"", ""Vastu-compliant""]",2025-12-08T13:21:09Z,71678017914,25.187641143798828,55.25993728637695,17
buy,Apartment,2400000.0,,2898.0,,1,2.0,828.0,76.92,,Unfurnished,Off-plan,,Canal Crown 2,Canal Crown,Business Bay,Dubai,Business Bay,Luxury 1BR | High ROI | Investor Deal,"Welcome to a lifestyle inspired by elegance, innovation, and breathtaking waterfront living. This stunning 1-bedroom apartment in Canal Crown by DAMAC offers a unique blend of modern architecture, high-end finishes, and world-class design influenced by de Grisogono. Set in the heart of Business Bay and overlooking the serene Dubai Canal, this residence provides a perfect balance of luxury and convenience. 
The apartment features a spacious layout with floor-to-ceiling windows that invite natural light, a modern open kitchen with premium cabinetry, and a private balcony offering captivating views. Whether you're an investor seeking a high-return property or an end-user looking for a sophisticated lifestyle, Canal Crown delivers outstanding value in one of Dubai’s most prestigious communities. 


*Building Amenities*

*Infinity swimming pool
*Luxury spa and wellness center
*Fully equipped gym with modern equipment
*Rooftop observatory with lounge areas
*Outdoor seating deck and leisure zones
*Concierge and 24/7 security
*Covered parking
*Retail outlets and cafés on the podium level
*High-speed elevators
*Kids' play area and outdoor spaces
",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Shared Pool"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""Lobby in Building"", ""Children's Play Area"", ""Children's Pool""]",2025-12-08T13:53:15Z,71498409405,25.182109832763672,55.279903411865234,10
buy,Apartment,50000000.0,,6310.0,,4,6.0,7923.0,736.07,,Unfurnished,Off-plan,,,Vela Viento By Omniyat,Business Bay,Dubai,Business Bay,Elegant Living | Stylish | Stunning Views,"Metropolitan Premium Properties is proud to offer this elegant 4-bedroom apartment in Vela Viento by Omniyat, Business Bay.

Property Details and Features:
4 Bedrooms
Stylish Interiors
High-End Finishes
Spacious Living and Dining Area
Fully Fitted Modern Kitchen
Balcony with Stunning Views
Prime Business Bay location
Close proximity to major highways and Dubai Mall
24-hour security and concierge services
State-of-the-art gym and swimming pool

Vela Viento by Omniyat is a contemporary residential tower in Business Bay, offering luxurious apartments with elegant design, breathtaking views, and top-notch amenities for a modern urban lifestyle.

The Metropolitan Group is the leading real estate agency in the UAE. We speak 44+ languages and offer our local and international clients exceptional service, expert advice, and comprehensive property sales, purchases, and rental support.",,"[""Central A/C"", ""Built in Wardrobes"", ""Security"", ""Balcony"", ""View of Landmark""]",2025-12-08T14:17:40Z,71615025133,25.190732955932617,55.28993225097656,12
buy,Apartment,2600000.0,,1720.0,,2,3.0,1511.0,140.38,,Unfurnished,Completed,,Amna,Al Habtoor City,Business Bay,Dubai,Business Bay,Ready to Move | Large Layout | Canal View,"Step into this exceptional 2-bedroom apartment in the heart of Business Bay, right along the stunning canal front. With a generous 1,511.25 sq. ft. layout, stylish interiors, and captivating urban views, this home blends space, light, and location effortlessly.
 
 Property Highlights:
 
 ⦁ 2 Bedrooms (1 ensuite)
 ⦁ Spacious living room + family room
 ⦁ Bright, horseshoe-style kitchen
 ⦁ Laundry room
 ⦁ Covered patio – perfect for relaxing outdoors
 
 Developed by the renowned Al Habtoor Group, this property is in spectacular condition and offers unmatched comfort and convenience.
 
 Community Features:
 
 ⦁ Temperature-controlled jacuzzi
 ⦁ Refreshing community pool & children’s pool
 ⦁ Fully equipped gym, squash court & health club
 ⦁ On-site retail center, restaurants, cafés, bars & supermarket
 
 Whether you're investing or searching for your new home, this is a smart move in a vibrant, premium location.
 
 Book your private viewing today!
 
 Connect with Provident Real Estate
RERA ORN: 1933",,"[""Security"", ""Shared Gym"", ""Concierge"", ""Covered Parking"", ""View of Water"", ""View of Landmark"", ""Pets Allowed"", ""Built in Wardrobes"", ""Walk-in Closet"", ""Kitchen Appliances"", ""Children's Play Area"", ""Children's Pool""]",2025-12-09T05:30:15Z,71361381358,25.183345794677734,55.256229400634766,24
buy,Apartment,820000.0,,2060.0,,Studio,1.0,398.0,36.98,,Unfurnished,Completed,,,Merano Tower,Business Bay,Dubai,Business Bay,Charming | Water View | Modern Amenities,"Nestle yourself in the heart of Dubai's vibrant Business Bay with this stunning studio apartment in Merano Tower. Developed by DAMAC Properties, this 29-storey residential building offers a prime location across the Dubai Canal, close to key attractions like Burj Khalifa and Dubai Mall. This unfurnished studio is perfect for those seeking a blend of comfort and convenience. Enjoy your morning coffee on the sunny balcony with a breathtaking view of the water. The apartment is equipped with built-in wardrobes providing extra storage space, ensuring your belongings are well-organized. Stay cool with the advanced central air conditioning system ensuring equal cooling throughout the unit. Parking is a breeze with the covered parking space protecting your vehicle from the elements. Take a refreshing dip in the large shared pool designed for entertainment and relaxation in the complex. Stay fit with access to the shared gym equipped with the latest equipment. The Merano Tower also offers a dedicated barbecue area for family gatherings, a fully equipped barbecue area for enjoying with friends, and a spa resort providing a complete relaxation experience. With a professional doorman service for complete comfort, you'll feel at home from the moment you arrive. Located in one of Dubai’s most iconic neighborhoods, Business Bay is a commercial, residential, and business community consisting mainly of skyscrapers. It’s a stone’s throw away from the city’s most happening areas, offering endless entertainment and nightlife options like rooftop restaurants, lounges, and upscale hotels. This studio apartment is ideal for those seeking a vibrant lifestyle with easy access to transportation, including the Business Bay Metro Station. Enjoy the convenience of living in a prime location, close to key highways like Sheikh Zayed Road and Al Khail Road.",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Shared Pool"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Children's Play Area"", ""Lobby in Building"", ""Children's Pool""]",2025-12-09T06:00:26Z,7125283855,25.18488311767578,55.26056671142578,14
buy,Apartment,2750000.0,,1815.0,,2,3.0,1515.0,140.75,,Furnished,Completed,,"ATRIA RA, Atria Residences",The Atria,Business Bay,Dubai,Business Bay,Upgraded | VOT | Canal and Stables View,"Joey from White & Co. is excited to present this upgraded 2-bedroom + Maids Apartment in the heart of Business Bay. This stylish apartment comes fully furnished with contemporary furniture and elegant décor, offering a perfect blend of comfort and luxury. Ideal for those seeking a modern, move-in-ready home in one of Dubai's most sought-after locations. This layout is extremely unique in the area and it is rare to see such a large apartment in a modern building.

PLOT: 1515.56 sqft.
2 bed
3 bath
Vacant on Transfer
Vastu compliant
Dedicated maids room + bath
Panoramic views of the canal and Burj
Open-concept design with abundant natural light
2 parking spaces
Visitor parking
Swimming pool
Gym
Squash Court

Business Bay is a prime district in Dubai, known for its modern skyscrapers and proximity to Downtown. Offering a blend of residential, and commercial.

Dubai Mall: ~2 km, ~5-10 mins
Burj Khalifa: ~2 km, ~5-10 mins
Dubai Marina: ~15 km, ~20-25 mins
Jumeirah Beach: ~10 km, ~15-20 mins
Dubai International Airport (DXB): ~15 km, ~20-25 mins
Palm Jumeirah: ~25 km, ~30-35 mins",,"[""Maids Room"", ""Balcony"", ""View of Water"", ""View of Landmark"", ""Study""]",2025-12-15T10:05:59Z,7117548451,25.180604934692383,55.26377868652344,16
buy,Apartment,2433000.0,,3248.0,,1,2.0,749.0,69.58,,Furnished,Off Plan Primary,,,Bayz 102 by Danube,Business Bay,Dubai,Business Bay,Bayz 102 | Luxury Living | Furnished Homes,"Exceptional Interiors & Premium Finishes

Every detail at Bayz 102 has been curated to deliver a world-class living experience. The residences boast:

High-end Italian Dolce Vita furniture

Fully equipped modern kitchens with premium decorative panels

Luxurious golden accents and brushed gold cladding

Black Marquina and Volakas white marble finishes

Grooved designer doors with gold detailing

Exclusive carbon fiber elements

Premium carpet designs and exceptional material craftsmanship

Smart layouts maximize natural light, comfort, and privacy. Many units offer panoramic Burj Khalifa views, creating a spectacular living ambiance.

Unmatched Lifestyle & Over 40 Luxury Amenities

Bayz 102 is a lifestyle destination offering world-class amenities tailored for all ages:

Rooftop cinema with skyline views

Private pools in selected units

Indoor and aquatic gyms

Yoga & wellness club

Health bar and relaxation lounges

Business facilities, co-working spaces & meeting rooms

Children’s play areas & family zones

Pet-friendly areas

Resort-style pool deck & leisure lounges

Whether working remotely, entertaining guests, or enjoying quality family time, Bayz 102 provides everything for a balanced, luxurious lifestyle.",,"[""Balcony"", ""Barbecue Area"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Private Gym"", ""Shared Pool"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Spa"", ""Shared Gym"", ""View of Landmark"", ""Children's Play Area"", ""Children's Pool"", ""Lobby in Building"", ""Vastu-compliant""]",2025-12-09T06:27:44Z,71678017914,25.187641143798828,55.25993728637695,18
buy,Apartment,1212632.0,,3046.0,,Studio,1.0,398.0,36.98,,Furnished,Off Plan Primary,,,Rove Home Marasi Drive,Business Bay,Dubai,Business Bay,Fully Furnished | Payment Plan | No Commission,"ALH  Properties proudly presents this modern studio apartment in Rove Home Marasi Drive, a first-of-its-kind branded residential project by Rove Hotels in collaboration with IRTH. Designed for dynamic city living, this residence blends hospitality-style service with smart home innovation and vibrant, urban energy.

*Multiple Units Available

Studio Highlights:
- Smartly designed open-plan layout
- Fully furnished by Rove with modern, stylish interiors
- ORI robotic modular furniture to maximize space efficiency
- Smart home automation with built-in Google or Alexa voice control
- Floor-to-ceiling windows + balcony with canal or skyline views
- High ceilings for an airy, open feel

World-Class Amenities:
- Resort-style pool with an urban beach &amp; jacuzzi
- Indoor/outdoor gyms, aqua cycling &amp; yoga deck
- Co-working pods, podcast studio &amp; meeting lounges
- Gaming terrace, outdoor cinema, BBQ zones
- Sports courts (pickleball, basketball), jogging track, Zen gardens, and more

Why Rove Home Marasi Drive?
- Fully branded, tech-enabled residences by Rove
- Signature youthful interiors and voice-controlled smart features
- Over 50 amenities for work, wellness, play &amp; leisure
- Exceptional location and connectivity",,,2025-12-09T06:42:02Z,71595960993,25.181364059448242,55.275146484375,21
buy,Apartment,1070000.0,,2511.0,,Studio,1.0,426.0,39.58,,Furnished,Completed,,,The Paragon by IGO,Business Bay,Dubai,Business Bay,Fully Furnished | Premium location | Luxurious,"E H Properties proudly presents this luxurious apartment for sale in The Paragon by IGO, situated in the vibrant heart of Business Bay.

Property Details:
* Studio
* 1 Bathroom
* Modern and stylish design

AMENITIES:
- Resort-Style Pool: Enjoy relaxation with sun loungers in a tranquil setting.
- State-of-the-Art Gymnasium: Fully equipped for all fitness enthusiasts.
- Co-Working Spaces & Business Lounge: Ideal environments for productivity and collaboration.
- Outdoor Yoga Deck: A peaceful space to practice yoga amid nature.
- Multipurpose Sports Court: Versatile court for various sports activities.
- BBQ and Entertainment Areas: Perfect for gatherings and outdoor dining.
- Games Room & Private Cinema: Enjoy leisure activities and movie nights in comfort.
- 24/7 Security and Concierge Services: Ensuring safety and convenience at all times.

The Paragon is just minutes away from Downtown Dubai, providing effortless access to world-class dining, shopping, and entertainment. Residents benefit from proximity to iconic landmarks such as Dubai Mall, Burj Khalifa, and DIFC, along with major transport links, making it the perfect choice for professionals and investors alike.

Call E H Properties now for more details and information!",,,2025-12-09T07:08:21Z,71429926539,25.180246353149414,55.27382278442383,11
buy,Apartment,1550000.0,,2299.0,,1,1.0,674.0,62.62,,Unfurnished,Off-plan,,The Edge Tower A,The Edge,Business Bay,Dubai,Business Bay,Investor Deal | High ROI | Views of Water Canal,"E H Properties is pleased to offer this luxury 1 bedroom apartment with the balcony  in The Edge Tower A, Business Bay.With a beautiful view of the canal from a high floor.

Nestled in Business Bay, The EDGE comes as a premium residential development by Select Group, which consists of 2 towers. Prospective buyers can choose from a collection of stylish 1-2 bedroom apartments with high-quality finishes. The total living area of the units ranges from 570 sq. ft to 1,099 sq. ft. Occupants will be able to enjoy stunning views of the Burj Khalifa, Business Bay and the Dubai Canal from the comfort of their homes. Each residence will boast a balcony and built-in wardrobes in the bedrooms, among other key features.

Property Details :
- 1 bedroom
- 1 bathroom 
- Apartment Area : 49,35 sq.m / 531 sq.ft
- Balcony Area : 13,62 sq.m. / 144 sq. ft
- Total Size : 62,7 sq. m. / 675 sq.ft.
- Parking: 1
- Unfurnished
- Estimated Handover Q3-2026
- Situated on a middle floor
- Breathtaking views of Water Canal
- Built-in Wardrobes
- Floor To Ceiling Windows
- Wide Living Room
- Kitchen: Open and Fully Fitted

Amenities and advantages:
- Lounge/outdoor sitting area
- Infinity pool
- Community pool
- Yoga deck
- Sprint/Jogging Track
- Outdoor and indoor Gym
- Padel Court
- Jacuzzi
- Pickle Ball/ Basket Ball 
- BBQ area
- Sunken seating
- Pool deck
- Courtyard
- Security

About the area: Business Bay.
The business center of Dubai. Located in proximity to Downtown and Dubai Canal. An ideal
place for lovers of city life. The neighborhood is compared to Manhattan in terms of
architecture and atmosphere.
Transportation accessibility here is amazing - the red line Dubai Metro. Al Khail
Road (10 minutes from Dubai International Airport).

If you're interested in owning this apartment, feel free to contact us!",,"[""Central A/C"", ""Balcony"", ""Shared Pool"", ""Shared Gym"", ""Security"", ""Concierge"", ""Covered Parking"", ""Built in Wardrobes"", ""View of Water""]",2025-12-09T07:18:37Z,71495642859,25.188724517822266,55.26833724975586,15
buy,Apartment,2660000.0,,3304.0,,1,2.0,805.0,74.79,,Furnished,Off Plan Primary,,,Bayz 102 by Danube,Business Bay,Dubai,Business Bay,Bayz 102 | Prestige Homes | Business Bay,"Bayz 102 by Danube – Ultra-Luxury Residences in Business Bay, Dubai

Presented by Skywing Real Estate

Welcome to Bayz 102, an extraordinary residential masterpiece by Danube Properties, brought to you proudly by Skywing Real Estate. Perfectly positioned in the heart of Business Bay, one of Dubai’s most dynamic and prestigious communities, Bayz 102 is designed for those who appreciate refined living and exceptional craftsmanship.

Offering an exclusive collection of studios, 1–4 bedroom apartments, and elite penthouses, Bayz 102 features fully furnished residences, thoughtfully crafted to elevate your everyday lifestyle.

Exceptional Interiors & Premium Finishes

Every detail at Bayz 102 has been curated to deliver a world-class living experience. The residences boast:

High-end Italian Dolce Vita furniture

Fully equipped modern kitchens with premium decorative panels

Luxurious golden accents and brushed gold cladding

Black Marquina and Volakas white marble finishes

Grooved designer doors with gold detailing

Exclusive carbon fiber elements

Premium carpet designs and exceptional material craftsmanship

Smart layouts maximize natural light, comfort, and privacy. Many units offer panoramic Burj Khalifa views, creating a spectacular living ambiance.

Unmatched Lifestyle & Over 40 Luxury Amenities

Bayz 102 is a lifestyle destination offering world-class amenities tailored for all ages:

Rooftop cinema with skyline views

Private pools in selected units

Indoor and aquatic gyms

Yoga & wellness club

Health bar and relaxation lounges

Business facilities, co-working spaces & meeting rooms

Children’s play areas & family zones

Pet-friendly areas

Resort-style pool deck & leisure lounges

Whether working remotely, entertaining guests, or enjoying quality family time, Bayz 102 provides everything for a balanced, luxurious lifestyle.",,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Kitchen Appliances"", ""Shared Pool"", ""View of Water"", ""Security"", ""Shared Gym"", ""View of Landmark"", ""Children's Play Area"", ""Lobby in Building"", ""Children's Pool"", ""Vastu-compliant""]",2025-12-09T07:19:09Z,71678018394,25.187641143798828,55.25993728637695,18
buy,Apartment,2935069.0,,2811.0,,2,2.0,1044.0,96.99,,Furnished,Off Plan Primary,,,Rove Home Marasi Drive,Business Bay,Dubai,Business Bay,Corner 2BR | Park Facing | No Commission,"ALH Properties proudly presents this 2-bedroom apartment in Rove Home Marasi Drive — a strategically located development along the Dubai Canal in Business Bay, offering modern living with exceptional convenience.

Specifications:
- Sale price: AED 2,935,069
-  Handover : Q1 2027
- Payment Plan: 60/40
- Area: 1058 sqft.
-  2 Bedrooms
- 2 Bathrooms
- High floor
- Kitchen: Open and Fully Fitted
- Furnished

Amenities:
- Swimming Pool : A luxurious pool area for relaxation
- Fitness Center: State of the art gym facilities
- Children’s Play Area: Dedicated space for kids to play and socialize
- 24/7 Security: Ensuring the safety and security of residents
- Retail Outlets: Convenient shopping options within the community
- Cafes and Restaurants: A variety of dining options to cater to different tastes

Location Ensures:
- Quick access to Al Asayel Street
- Seamless connection to Al Khail Road
- Easy reach to Sheikh Zayed Road
- Proximity to the Dubai Metro

IRTH Development&#039;s Rove Home Marasi Drive By IRTH is a lifestyle option more than merely a housing development. The property provides a distinctive living experience in the center of Dubai thanks to its excellent location, modern décor, and interesting amenities. This construction promises a convenient, comfortable, and luxurious life for both locals and foreigners.",,"[""Study"", ""Central A/C"", ""Balcony"", ""Shared Pool"", ""Shared Spa"", ""Shared Gym"", ""Security"", ""Concierge"", ""Maid Service"", ""Covered Parking"", ""Built in Wardrobes"", ""Kitchen Appliances"", ""View of Landmark""]",2025-12-09T07:33:46Z,71596031371,25.181364059448242,55.275146484375,18
buy,Apartment,1950000.0,,3150.0,,1,1.0,619.0,57.51,,Unfurnished,Off-plan,,Peninsula Two,Peninsula,Business Bay,Dubai,Business Bay,HIGH FLOOR | CORNER UNIT | EXCLUSIVE,"Welcome to your serene retreat in Peninsula 2! This beautifully designed 1-bedroom apartment features an open floor plan with modern finishes and abundant natural light. Enjoy a spacious living area that flows seamlessly into a well-appointed kitchen, perfect for entertaining.

The cozy bedroom offers a peaceful escape with ample closet space. Step out onto your private balcony for stunning views and fresh air.

Located in a prime area, you’ll have access to top-notch amenities, including a pool, fitness center, and landscaped gardens. With convenient proximity to shops, restaurants, and public transport, this apartment is ideal for both relaxation and city living.

Key Features : 

Modern Architecture - Sleek design with contemporary finishes.
Spacious Layouts - Open floor plans maximizing living space.
Private Balconies - Outdoor space for relaxation and views.
Abundant Natural Light - Large windows for a bright atmosphere.
Fitness Center - Fully equipped for all your workout needs.
Swimming Pool - Refreshing oasis for relaxation and recreation.
Landscaped Gardens - Beautifully maintained outdoor areas.
Secure Parking - Safe and convenient parking options.
Prime Location - Close to shops, dining, and public transport.
Community Events - Engaging activities for residents to connect.

Don’t miss out, invest in your future on this gem—schedule a viewing contact us for more information on this exciting off plan opportunity today!",,"[""Private Garden"", ""Shared Pool"", ""Shared Gym""]",2025-12-09T08:36:33Z,71384212004,25.185815811157227,55.26625061035156,19
buy,Apartment,2950000.0,,2606.0,,2,2.0,1132.0,105.17,,Unfurnished,Off-plan,,Peninsula One,Peninsula,Business Bay,Dubai,Business Bay,Prime Location l Canal Views l Brand New,"
Aemetria Real Estate Brokers LLC offers amazing bedroom apartment for sale in Peninsula One, located in Business Bay. Welcome to Peninsula One, where luxury living meets modern convenience in the heart of Business Bay.


Connectivity:‎
‎•‎ ‎06 minutes to Dubai Mall
•‎ ‎18 minutes to Palm Jumeirah
‎•‎ ‎20 minutes to Burj Al Arab
‎•‎ 23 minutes to The Walk JBR
‎•‎ ‎‎11 minutes to Dubai International Airport (DXB)‎
‎•‎ ‎35 minutes to Al Maktoum International Airport


One of the standout features of Peninsula One is its desirable location, providing residents with easy access to a variety of dining, shopping, and entertainment options. The community is known for its excellent amenities, including 24-hour security, a fully equipped gym, and a refreshing swimming pool, ensuring that you have everything you need for a comfortable lifestyle.

mO",,"[""Balcony"", ""Built in Wardrobes"", ""Covered Parking"", ""Shared Pool"", ""View of Water"", ""Security"", ""Concierge"", ""Shared Gym"", ""View of Landmark""]",2025-12-09T10:17:49Z,71377806566,25.184694290161133,55.26614761352539,17
